original_path,new_path,action,reason,outcome_status,human_review_required
06-software-engineering/ci-cd/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/ci-cd/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/ci-cd/best-practices.md,95-review-required/generated-scaffolding/08-devops/ci-cd/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/ci-cd/business-context.md,95-review-required/generated-scaffolding/08-devops/ci-cd/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/ci-cd/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/ci-cd/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/ci-cd/examples/README.md,95-review-required/generated-scaffolding/08-devops/ci-cd/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/ci-cd/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/ci-cd/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/ci-cd/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/ci-cd/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/ci-cd/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/ci-cd/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/ci-cd/learning-path.md,14-learning-paths/devops/ci-cd.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/ci-cd/quick-reference.md,13-reference/devops/ci-cd.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/ci-cd/reference-guide.md,08-devops/ci-cd/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/ci-cd/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/ci-cd/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/README.md,02-software-engineering/code-review/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/code-review/architecture-overview.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/best-practices.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/business-context.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/common-frameworks.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/examples/README.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/examples/example-01.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/examples/example-scenario.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/governance-checklist.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/code-review/learning-path.md,14-learning-paths/software-engineering/code-review.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/code-review/quick-reference.md,13-reference/software-engineering/code-review.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/code-review/reference-guide.md,02-software-engineering/code-review/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/code-review/troubleshooting-guide.md,95-review-required/generated-scaffolding/02-software-engineering/code-review/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/README.md,08-devops/git/README.md,move-and-split,Large canonical guide will be moved and divided along existing subject boundaries.,Completed,true
06-software-engineering/git/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/git/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/best-practices.md,95-review-required/generated-scaffolding/08-devops/git/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/business-context.md,95-review-required/generated-scaffolding/08-devops/git/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/git/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/examples/README.md,95-review-required/generated-scaffolding/08-devops/git/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/git/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/git/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/git/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/git/learning-path.md,14-learning-paths/devops/git.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/git/quick-reference.md,13-reference/devops/git.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/git/reference-guide.md,08-devops/git/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/git/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/git/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/README.md,08-devops/github/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/github/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/github/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/best-practices.md,95-review-required/generated-scaffolding/08-devops/github/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/business-context.md,95-review-required/generated-scaffolding/08-devops/github/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/github/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/examples/README.md,95-review-required/generated-scaffolding/08-devops/github/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/github/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/github/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/github/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/github/learning-path.md,14-learning-paths/devops/github.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/github/quick-reference.md,13-reference/devops/github.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/github/reference-guide.md,08-devops/github/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/github/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/github/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/index.md,99-archive/duplicates/domain-indexes/06-software-engineering-index.md,archive,Exact or normalized duplicate of the domain README.,Archived,false
06-software-engineering/release-management/README.md,08-devops/release-management/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/release-management/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/release-management/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/release-management/best-practices.md,95-review-required/generated-scaffolding/08-devops/release-management/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/release-management/business-context.md,95-review-required/generated-scaffolding/08-devops/release-management/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/release-management/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/release-management/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/release-management/examples/README.md,95-review-required/generated-scaffolding/08-devops/release-management/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/release-management/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/release-management/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/release-management/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/release-management/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/release-management/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/release-management/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/release-management/learning-path.md,14-learning-paths/devops/release-management.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/release-management/quick-reference.md,13-reference/devops/release-management.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/release-management/reference-guide.md,08-devops/release-management/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/release-management/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/release-management/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/README.md,08-devops/repository-standards/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/repo-standards/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/repository-standards/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/best-practices.md,95-review-required/generated-scaffolding/08-devops/repository-standards/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/business-context.md,95-review-required/generated-scaffolding/08-devops/repository-standards/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/repository-standards/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/examples/README.md,95-review-required/generated-scaffolding/08-devops/repository-standards/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/repository-standards/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/repository-standards/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/repository-standards/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/repo-standards/learning-path.md,14-learning-paths/devops/repository-standards.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/repo-standards/quick-reference.md,13-reference/devops/repository-standards.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/repo-standards/reference-guide.md,08-devops/repository-standards/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/repo-standards/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/repository-standards/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/README.md,02-software-engineering/testing/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/testing/architecture-overview.md,95-review-required/generated-scaffolding/02-software-engineering/testing/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/best-practices.md,95-review-required/generated-scaffolding/02-software-engineering/testing/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/business-context.md,95-review-required/generated-scaffolding/02-software-engineering/testing/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/common-frameworks.md,95-review-required/generated-scaffolding/02-software-engineering/testing/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/examples/README.md,95-review-required/generated-scaffolding/02-software-engineering/testing/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/examples/example-01.md,95-review-required/generated-scaffolding/02-software-engineering/testing/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/examples/example-scenario.md,95-review-required/generated-scaffolding/02-software-engineering/testing/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/governance-checklist.md,95-review-required/generated-scaffolding/02-software-engineering/testing/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
06-software-engineering/testing/learning-path.md,14-learning-paths/software-engineering/testing.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/testing/quick-reference.md,13-reference/software-engineering/testing.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/testing/reference-guide.md,02-software-engineering/testing/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
06-software-engineering/testing/troubleshooting-guide.md,95-review-required/generated-scaffolding/02-software-engineering/testing/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/README.md,07-cloud-platforms/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/azure/README.md,07-cloud-platforms/azure/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/azure/architecture-overview.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/azure/best-practices.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/azure/business-context.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/azure/common-frameworks.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/azure/examples/README.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/azure/examples/example-01.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/azure/examples/example-scenario.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/azure/governance-checklist.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/azure/learning-path.md,14-learning-paths/cloud-platforms/azure.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/azure/quick-reference.md,13-reference/cloud-platforms/azure.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/azure/reference-guide.md,07-cloud-platforms/azure/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/azure/troubleshooting-guide.md,95-review-required/generated-scaffolding/07-cloud-platforms/azure/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/README.md,08-devops/containers/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/containers/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/containers/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/best-practices.md,95-review-required/generated-scaffolding/08-devops/containers/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/business-context.md,95-review-required/generated-scaffolding/08-devops/containers/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/containers/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/examples/README.md,95-review-required/generated-scaffolding/08-devops/containers/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/containers/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/containers/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/containers/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/containers/learning-path.md,14-learning-paths/devops/containers.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/containers/quick-reference.md,13-reference/devops/containers.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/containers/reference-guide.md,08-devops/containers/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/containers/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/containers/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/README.md,08-devops/docker/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/docker/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/docker/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/best-practices.md,95-review-required/generated-scaffolding/08-devops/docker/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/business-context.md,95-review-required/generated-scaffolding/08-devops/docker/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/docker/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/examples/README.md,95-review-required/generated-scaffolding/08-devops/docker/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/docker/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/docker/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/docker/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/docker/learning-path.md,14-learning-paths/devops/docker.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/docker/quick-reference.md,13-reference/devops/docker.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/docker/reference-guide.md,08-devops/docker/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/docker/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/docker/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/README.md,09-security-governance/identity-access-management/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/identity-access-management/architecture-overview.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/best-practices.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/business-context.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/common-frameworks.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/examples/README.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/examples/example-01.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/examples/example-scenario.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/governance-checklist.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/identity-access-management/learning-path.md,14-learning-paths/security-governance/identity-access-management.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/identity-access-management/quick-reference.md,13-reference/security-governance/identity-access-management.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/identity-access-management/reference-guide.md,09-security-governance/identity-access-management/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/identity-access-management/troubleshooting-guide.md,95-review-required/generated-scaffolding/09-security-governance/identity-access-management/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/index.md,99-archive/duplicates/domain-indexes/07-cloud-devops-index.md,archive,Exact or normalized duplicate of the domain README.,Archived,false
07-cloud-devops/infrastructure-as-code/README.md,08-devops/infrastructure-as-code/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/infrastructure-as-code/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/infrastructure-as-code/best-practices.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/infrastructure-as-code/business-context.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/infrastructure-as-code/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/infrastructure-as-code/examples/README.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/infrastructure-as-code/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/infrastructure-as-code/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/infrastructure-as-code/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/infrastructure-as-code/learning-path.md,14-learning-paths/devops/infrastructure-as-code.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/infrastructure-as-code/quick-reference.md,13-reference/devops/infrastructure-as-code.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/infrastructure-as-code/reference-guide.md,08-devops/infrastructure-as-code/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/infrastructure-as-code/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/infrastructure-as-code/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/README.md,08-devops/monitoring/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/monitoring/architecture-overview.md,95-review-required/generated-scaffolding/08-devops/monitoring/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/best-practices.md,95-review-required/generated-scaffolding/08-devops/monitoring/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/business-context.md,95-review-required/generated-scaffolding/08-devops/monitoring/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/common-frameworks.md,95-review-required/generated-scaffolding/08-devops/monitoring/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/examples/README.md,95-review-required/generated-scaffolding/08-devops/monitoring/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/examples/example-01.md,95-review-required/generated-scaffolding/08-devops/monitoring/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/examples/example-scenario.md,95-review-required/generated-scaffolding/08-devops/monitoring/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/governance-checklist.md,95-review-required/generated-scaffolding/08-devops/monitoring/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/monitoring/learning-path.md,14-learning-paths/devops/monitoring.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/monitoring/quick-reference.md,13-reference/devops/monitoring.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/monitoring/reference-guide.md,08-devops/monitoring/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/monitoring/troubleshooting-guide.md,95-review-required/generated-scaffolding/08-devops/monitoring/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/README.md,09-security-governance/service-principals/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/service-principals/architecture-overview.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/best-practices.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/business-context.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/common-frameworks.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/examples/README.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/examples/example-01.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/examples/example-scenario.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/governance-checklist.md,95-review-required/generated-scaffolding/09-security-governance/service-principals/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
07-cloud-devops/service-principals/learning-path.md,14-learning-paths/security-governance/service-principals.md,move,Align with the target taxonomy and content-type placement.,Completed,false
07-cloud-devops/service-principals/quick-reference.md,13-reference/security-governance/service-principals.md,move,Align with the target taxonomy and content-type placement.,Completed,false
